who_are_you,looking_for,relationship_type,self_description,preference,music_preference,relationship_values,deal_breakers
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Classical,Trust and honesty,Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Mutual respect, Communication, Trust and honesty, Emotional support",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Pop,"Emotional support, Mutual respect",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Emotional support,Smoking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Trust and honesty, Shared interests, Communication",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Mutual respect,Religious views
gay,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Independence, Shared interests, Trust and honesty, Emotional support",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,Trust and honesty,Smoking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Rock,"Shared interests, Emotional support, Trust and honesty, Mutual respect",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Trust and honesty, Mutual respect, Shared interests",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Mutual respect, Independence, Trust and honesty",Drinking
straight_male,straight_female,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Trust and honesty, Communication, Emotional support, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Classical,"Communication, Trust and honesty, Shared interests, Independence, Emotional support, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Country,"Emotional support, Shared interests",Smoking
straight_female,straight_male,Something Serious,Introvert,Night Owl,Classical,"Independence, Shared interests, Trust and honesty, Emotional support",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Mutual respect, Emotional support, Independence, Shared interests, Trust and honesty, Communication",Political views
straight_female,straight_female,Something Casual,Extrovert,Morning Person,Rock,Communication,Drinking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Hollywood Rizz Songs,"Shared interests, Mutual respect, Independence, Emotional support, Trust and honesty, Communication",Political views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,"Communication, Trust and honesty, Shared interests",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Pop,"Independence, Trust and honesty",Religious views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Trust and honesty, Communication, Mutual respect",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Communication, Emotional support",Political views
straight_female,straight_female,Something Casual,Introvert,Night Owl,Hollywood Rizz Songs,Mutual respect,Drinking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Communication, Independence, Trust and honesty, Shared interests",Political views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Pop,"Independence, Shared interests, Emotional support, Mutual respect, Trust and honesty, Communication",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Communication",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Communication, Mutual respect, Trust and honesty",Smoking
straight_male,gay,Something Casual,Somewhere in Between,Night Owl,Pop,"Communication, Independence",Religious views
straight_male,gay,Something Casual,Extrovert,Morning Person,Romantic Bollywood,"Trust and honesty, Emotional support, Communication, Shared interests",Religious views
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Pop,"Emotional support, Mutual respect, Shared interests, Communication, Independence, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Shared interests, Emotional support, Independence, Communication, Trust and honesty, Mutual respect",Smoking
straight_male,transgender,Something Serious,Somewhere in Between,Morning Person,Rock,Independence,Drinking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Mutual respect, Emotional support",Political views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Hollywood Rizz Songs,"Communication, Mutual respect, Trust and honesty, Emotional support",Smoking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Communication, Shared interests",Political views
straight_female,bisexual,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,Trust and honesty,Smoking
gay,straight_male,Something Serious,Somewhere in Between,Night Owl,Country,"Independence, Mutual respect",Drinking
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Romantic Bollywood,Emotional support,Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Mutual respect",Religious views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Country,"Trust and honesty, Emotional support",Religious views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,"Mutual respect, Trust and honesty",Political views
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Hollywood Rizz Songs,"Trust and honesty, Emotional support, Shared interests",Smoking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,"Trust and honesty, Independence, Communication, Mutual respect, Emotional support",Political views
straight_male,straight_female,Something Casual,Introvert,Night Owl,Pop,"Shared interests, Mutual respect",Smoking
straight_female,transgender,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Mutual respect, Communication, Shared interests, Trust and honesty, Independence",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Shared interests,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Shared interests, Emotional support, Communication, Mutual respect, Trust and honesty",Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,Communication,Religious views
lesbian,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Mutual respect, Independence, Trust and honesty, Emotional support, Communication, Shared interests",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Communication, Emotional support, Mutual respect, Trust and honesty, Independence, Shared interests",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Independence",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Independence, Trust and honesty",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Emotional support, Trust and honesty, Shared interests, Communication, Independence",Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Classical,"Independence, Communication, Mutual respect, Trust and honesty",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Shared interests, Communication, Mutual respect",Political views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Emotional support, Shared interests, Trust and honesty, Communication",Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,"Emotional support, Independence, Shared interests",Religious views
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Pop,"Mutual respect, Shared interests, Communication, Emotional support",Religious views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Pop,"Emotional support, Shared interests, Trust and honesty",Political views
bisexual,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,"Emotional support, Independence, Communication, Trust and honesty",Drinking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Rock,"Emotional support, Trust and honesty",Political views
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Classical,"Shared interests, Independence",Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Shared interests, Trust and honesty",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,Shared interests,Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Trust and honesty, Independence, Mutual respect, Shared interests",Religious views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Rock,"Trust and honesty, Mutual respect, Emotional support, Independence, Shared interests",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Communication, Shared interests, Mutual respect",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Mutual respect, Shared interests",Religious views
straight_female,transgender,Something Casual,Somewhere in Between,Night Owl,Country,"Mutual respect, Trust and honesty, Emotional support",Political views
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Pop,"Trust and honesty, Independence",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Pop,"Trust and honesty, Shared interests, Communication",Political views
straight_male,straight_male,Something Serious,Introvert,Morning Person,Country,"Communication, Independence, Emotional support, Mutual respect, Shared interests",Drinking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Shared interests, Communication, Emotional support, Mutual respect",Smoking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Independence, Trust and honesty",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Trust and honesty, Shared interests, Independence",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Independence,Religious views
straight_female,straight_female,Something Serious,Introvert,Morning Person,Pop,"Mutual respect, Independence, Communication, Shared interests, Emotional support, Trust and honesty",Political views
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Pop,"Communication, Mutual respect, Trust and honesty, Emotional support",Smoking
gay,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Communication",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Communication, Trust and honesty, Shared interests, Independence, Mutual respect, Emotional support",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Trust and honesty, Shared interests",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Mutual respect, Trust and honesty, Emotional support, Shared interests, Independence",Political views
straight_female,straight_male,Something Casual,Extrovert,Morning Person,Hollywood Rizz Songs,"Emotional support, Trust and honesty, Independence, Shared interests",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Independence, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Classical,"Mutual respect, Emotional support",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Mutual respect, Trust and honesty",Political views
straight_male,straight_female,Something Casual,Introvert,Night Owl,Pop,"Communication, Shared interests, Emotional support",Smoking
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Romantic Bollywood,"Shared interests, Independence, Communication, Trust and honesty, Emotional support",Smoking
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Mutual respect, Emotional support, Communication",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Emotional support, Communication, Independence",Political views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Rock,"Shared interests, Emotional support",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Shared interests",Religious views
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Mutual respect, Trust and honesty",Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Shared interests, Communication, Independence, Trust and honesty, Emotional support, Mutual respect",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Communication, Emotional support, Shared interests, Mutual respect, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Independence",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Emotional support",Drinking
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Shared interests, Communication",Political views
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Pop,"Emotional support, Mutual respect, Trust and honesty, Shared interests, Independence, Communication",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Pop,"Shared interests, Communication, Mutual respect, Emotional support, Independence",Political views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Romantic Bollywood,Emotional support,Religious views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Hollywood Rizz Songs,Independence,Political views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Rock,"Trust and honesty, Shared interests, Mutual respect, Emotional support, Communication, Independence",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Rock,"Mutual respect, Communication, Emotional support, Independence, Trust and honesty, Shared interests",Religious views
straight_female,straight_male,Something Serious,Introvert,Night Owl,Pop,Trust and honesty,Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Communication, Trust and honesty, Independence",Political views
straight_male,lesbian,Something Casual,Somewhere in Between,Night Owl,Country,Mutual respect,Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Shared interests, Trust and honesty",Political views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Hollywood Rizz Songs,"Independence, Communication, Mutual respect, Shared interests, Trust and honesty",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Shared interests, Mutual respect, Emotional support",Smoking
straight_female,straight_male,Something Casual,Introvert,Morning Person,Romantic Bollywood,Independence,Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Mutual respect",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Classical,"Mutual respect, Trust and honesty, Emotional support, Communication, Shared interests",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Trust and honesty, Communication, Mutual respect",Political views
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Country,"Emotional support, Trust and honesty",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Country,"Independence, Trust and honesty, Emotional support, Shared interests, Communication",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,"Independence, Emotional support, Shared interests, Trust and honesty",Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Shared interests, Trust and honesty, Independence, Mutual respect, Emotional support",Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Pop,"Communication, Independence, Mutual respect, Emotional support",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Emotional support, Communication",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,"Shared interests, Mutual respect",Political views
straight_male,straight_male,Something Casual,Introvert,Night Owl,Romantic Bollywood,Emotional support,Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Pop,"Independence, Emotional support, Shared interests, Mutual respect",Political views
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,"Mutual respect, Shared interests, Communication",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Mutual respect, Trust and honesty, Shared interests, Communication",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Pop,Trust and honesty,Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Trust and honesty, Shared interests, Mutual respect, Emotional support",Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Emotional support, Trust and honesty, Independence, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Emotional support, Shared interests, Trust and honesty",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Independence, Emotional support, Shared interests, Trust and honesty, Mutual respect",Drinking
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Hollywood Rizz Songs,"Communication, Emotional support",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Mutual respect, Shared interests, Communication",Drinking
straight_male,straight_male,Something Serious,Introvert,Morning Person,Romantic Bollywood,Trust and honesty,Smoking
straight_female,straight_female,Something Serious,Extrovert,Morning Person,Romantic Bollywood,"Trust and honesty, Shared interests",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Mutual respect, Emotional support",Religious views
straight_female,straight_male,Something Casual,Introvert,Morning Person,Rock,"Emotional support, Mutual respect, Communication, Trust and honesty, Independence, Shared interests",Smoking
straight_male,gay,Something Casual,Introvert,Morning Person,Romantic Bollywood,"Trust and honesty, Mutual respect",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Rock,"Independence, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,Trust and honesty,Religious views
straight_male,bisexual,Something Serious,Somewhere in Between,Night Owl,Pop,"Independence, Communication, Mutual respect, Shared interests, Emotional support",Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Independence, Emotional support",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Mutual respect, Independence",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Morning Person,Country,"Independence, Mutual respect, Trust and honesty, Communication, Emotional support",Smoking
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Shared interests, Emotional support, Mutual respect, Independence",Smoking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Shared interests, Communication, Trust and honesty, Emotional support, Independence",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,Mutual respect,Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Independence, Communication, Mutual respect, Shared interests, Trust and honesty",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Classical,Trust and honesty,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Classical,"Emotional support, Independence, Communication, Mutual respect, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Independence, Shared interests, Emotional support, Communication, Trust and honesty",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Country,"Trust and honesty, Shared interests, Independence, Mutual respect, Communication",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Shared interests",Smoking
straight_female,straight_male,Something Casual,Introvert,Morning Person,Hollywood Rizz Songs,"Shared interests, Mutual respect, Trust and honesty",Religious views
straight_female,straight_male,Something Serious,Introvert,Night Owl,Country,"Communication, Trust and honesty, Independence, Shared interests, Emotional support, Mutual respect",Political views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,Shared interests,Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Shared interests, Mutual respect, Independence, Emotional support, Communication",Smoking
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Pop,Trust and honesty,Drinking
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Classical,"Emotional support, Trust and honesty, Mutual respect, Independence, Communication",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Shared interests, Mutual respect, Trust and honesty, Communication, Independence",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,Shared interests,Drinking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Emotional support, Shared interests",Religious views
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Independence, Mutual respect, Shared interests",Drinking
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Emotional support, Trust and honesty, Mutual respect, Communication",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Emotional support, Shared interests",Smoking
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Communication, Shared interests, Trust and honesty, Emotional support",Religious views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Rock,"Shared interests, Communication, Mutual respect, Trust and honesty, Emotional support, Independence",Smoking
straight_female,straight_male,Something Serious,Introvert,Night Owl,Pop,"Communication, Shared interests, Emotional support, Trust and honesty, Mutual respect, Independence",Religious views
bisexual,straight_male,Something Casual,Extrovert,Morning Person,Pop,Independence,Drinking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Independence, Trust and honesty, Shared interests, Emotional support, Communication",Religious views
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Hollywood Rizz Songs,"Communication, Trust and honesty",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,Emotional support,Drinking
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Pop,"Mutual respect, Communication, Emotional support, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Communication, Emotional support, Mutual respect",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Mutual respect, Independence, Shared interests",Political views
gay,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Mutual respect, Communication, Emotional support, Shared interests, Trust and honesty, Independence",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Independence, Shared interests, Mutual respect",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Mutual respect, Emotional support, Communication, Independence",Smoking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Country,"Emotional support, Shared interests, Mutual respect",Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Emotional support, Trust and honesty, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Mutual respect,Religious views
straight_female,straight_male,Something Serious,Introvert,Night Owl,Rock,"Emotional support, Trust and honesty, Shared interests, Mutual respect, Independence",Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Classical,"Shared interests, Emotional support",Religious views
straight_male,bisexual,Something Casual,Extrovert,Night Owl,Pop,"Independence, Mutual respect, Shared interests, Emotional support, Communication, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,Mutual respect,Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Trust and honesty, Shared interests, Independence, Emotional support, Mutual respect",Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Communication, Independence, Trust and honesty, Emotional support, Mutual respect",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Mutual respect,Religious views
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Rock,Trust and honesty,Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,Shared interests,Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Emotional support, Independence, Trust and honesty, Communication, Mutual respect",Drinking
straight_male,bisexual,Something Serious,Somewhere in Between,Night Owl,Rock,Communication,Drinking
straight_female,straight_female,Something Serious,Extrovert,Morning Person,Country,"Emotional support, Trust and honesty",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Communication,Political views
straight_female,straight_female,Something Serious,Extrovert,Morning Person,Romantic Bollywood,"Mutual respect, Emotional support, Communication, Independence",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,Independence,Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,Trust and honesty,Smoking
straight_female,straight_female,Something Casual,Introvert,Night Owl,Pop,"Shared interests, Mutual respect, Independence",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Independence, Mutual respect, Communication, Trust and honesty",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Trust and honesty, Mutual respect",Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Independence, Communication, Mutual respect, Shared interests, Trust and honesty",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Trust and honesty, Communication, Emotional support, Independence",Drinking
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Romantic Bollywood,"Emotional support, Trust and honesty, Shared interests, Mutual respect",Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Mutual respect, Shared interests, Trust and honesty, Independence",Smoking
straight_female,straight_male,Something Serious,Introvert,Morning Person,Classical,"Communication, Shared interests",Political views
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Communication, Shared interests, Independence, Emotional support, Trust and honesty",Smoking
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Independence, Communication, Emotional support, Shared interests, Mutual respect, Trust and honesty",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Independence, Mutual respect, Trust and honesty, Communication, Shared interests",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,Communication,Drinking
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Rock,Shared interests,Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,"Independence, Shared interests, Mutual respect, Emotional support",Religious views
straight_female,straight_female,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Mutual respect, Shared interests, Communication",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,Independence,Religious views
straight_female,straight_male,Something Serious,Introvert,Night Owl,Pop,"Trust and honesty, Communication",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Classical,"Independence, Trust and honesty, Communication, Mutual respect, Shared interests",Religious views
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Emotional support, Shared interests",Religious views
straight_female,straight_male,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Shared interests, Emotional support, Independence",Smoking
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Independence, Trust and honesty, Shared interests, Emotional support",Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Emotional support, Independence, Communication, Shared interests, Trust and honesty, Mutual respect",Religious views
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Shared interests, Trust and honesty, Communication",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,"Independence, Communication, Mutual respect, Emotional support, Trust and honesty",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Shared interests, Mutual respect, Communication, Trust and honesty, Independence",Political views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Country,"Trust and honesty, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Rock,Independence,Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Shared interests, Trust and honesty, Independence",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Mutual respect, Emotional support",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Independence, Communication, Shared interests, Trust and honesty, Mutual respect",Smoking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Trust and honesty, Independence, Mutual respect, Shared interests, Communication, Emotional support",Drinking
